Iteration,RMSE,Complexity,Equation
15,2.825610053335418,20,PySRFunction(X=>-8.718017*(-1*9.087872 + 0.37026215/PC_2) + 1.491981*(-PC_1 + PC_2*1.2234898) + 1.224279)
16,4.4577399954070005,1,PySRFunction(X=>0.315443750000000)
16,3.118993784700452,3,PySRFunction(X=>41.647697 - 1*(-41.941605))
16,3.0156903945469766,4,PySRFunction(X=>83.59595 - PC_1)
16,3.015690340746808,6,PySRFunction(X=>-PC_1 + 20.870789 - 1*(-62.71843))
16,2.948530024781527,7,PySRFunction(X=>-PC_1 + PC_2 + 83.58918)
16,2.8929386034276217,9,PySRFunction(X=>(-PC_1 + PC_2)/0.5426084 - 1*(-83.590675))
16,2.892928236220781,11,PySRFunction(X=>(-PC_1 + PC_2)/0.54472625 + 0.32540774 + 83.240555)
16,2.845093348636205,12,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356)
16,2.837317261734771,14,PySRFunction(X=>(-PC_1 + PC_2 + PC_3)/0.56002456 + 0.56002456 + 83.06752)
16,2.835460408518266,15,PySRFunction(X=>PC_4 + (-PC_1 + PC_2 + PC_3)/0.5599549 + 83.28761)
16,2.8350859688281997,16,PySRFunction(X=>(-PC_1/0.85523075 + PC_2 + PC_3)/0.5975993 - 1*(-0.38343552) + 83.28761)
16,2.8325281899420274,17,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356 - 1.661203/PC_2)
16,2.8279394282006396,18,PySRFunction(X=>(-1*9.038472 + 0.35071146/PC_2)*(-8.671304) + (-PC_1 + PC_2)*1.6373428 + 2.2558367)
16,2.8259794145281574,19,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 - 2.258572 + 83.9356 - 1.661203/PC_2)
16,2.825610053335418,20,PySRFunction(X=>-8.718017*(-1*9.087872 + 0.37026215/PC_2) + 1.491981*(-PC_1 + PC_2*1.2234898) + 1.224279)
17,4.4577399954070005,1,PySRFunction(X=>0.315443750000000)
17,3.118993784700452,3,PySRFunction(X=>41.647697 - 1*(-41.941605))
17,3.0156903945469766,4,PySRFunction(X=>83.59595 - PC_1)
17,3.015690340746808,6,PySRFunction(X=>-PC_1 + 20.870789 - 1*(-62.71843))
17,2.948530024781527,7,PySRFunction(X=>-PC_1 + PC_2 + 83.58918)
17,2.8929386034276217,9,PySRFunction(X=>(-PC_1 + PC_2)/0.5426084 - 1*(-83.590675))
17,2.892928236220781,11,PySRFunction(X=>(-PC_1 + PC_2)/0.54472625 + 0.32540774 + 83.240555)
17,2.845093348636205,12,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356)
17,2.837317261734771,14,PySRFunction(X=>(-PC_1 + PC_2 + PC_3)/0.56002456 + 0.56002456 + 83.06752)
17,2.835460408518266,15,PySRFunction(X=>PC_4 + (-PC_1 + PC_2 + PC_3)/0.5599549 + 83.28761)
17,2.8279394097987214,16,PySRFunction(X=>1.6371136*(-PC_1 + PC_2) - 1*5.2544165 - 1*(-85.8884) - 3.0411026/PC_2)
17,2.8279394162006506,18,PySRFunction(X=>1.6373992*(-PC_1 + PC_2) - 1*1.640944 - 1*(-40.570637) + 41.70537 - 3.0406973/PC_2)
17,2.8259794145281574,19,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 - 2.258572 + 83.9356 - 1.661203/PC_2)
17,2.825610053335418,20,PySRFunction(X=>-8.718017*(-1*9.087872 + 0.37026215/PC_2) + 1.491981*(-PC_1 + PC_2*1.2234898) + 1.224279)
18,4.4577399954070005,1,PySRFunction(X=>0.315443750000000)
18,3.118993784700452,3,PySRFunction(X=>41.647697 - 1*(-41.941605))
18,3.0156903945469766,4,PySRFunction(X=>83.59595 - PC_1)
18,3.015690340746808,6,PySRFunction(X=>-PC_1 + 20.870789 - 1*(-62.71843))
18,2.948530024781527,7,PySRFunction(X=>-PC_1 + PC_2 + 83.58918)
18,2.8929386034276217,9,PySRFunction(X=>(-PC_1 + PC_2)/0.5426084 - 1*(-83.590675))
18,2.892928236220781,11,PySRFunction(X=>(-PC_1 + PC_2)/0.54472625 + 0.32540774 + 83.240555)
18,2.845093348636205,12,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356)
18,2.837317261734771,14,PySRFunction(X=>(-PC_1 + PC_2 + PC_3)/0.56002456 + 0.56002456 + 83.06752)
18,2.835460408518266,15,PySRFunction(X=>PC_4 + (-PC_1 + PC_2 + PC_3)/0.5599549 + 83.28761)
18,2.8279394097987214,16,PySRFunction(X=>1.6371136*(-PC_1 + PC_2) - 1*5.2544165 - 1*(-85.8884) - 3.0411026/PC_2)
18,2.8279394162006506,18,PySRFunction(X=>1.6373992*(-PC_1 + PC_2) - 1*1.640944 - 1*(-40.570637) + 41.70537 - 3.0406973/PC_2)
18,2.8259794145281574,19,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 - 2.258572 + 83.9356 - 1.661203/PC_2)
18,2.825610053335418,20,PySRFunction(X=>-8.718017*(-1*9.087872 + 0.37026215/PC_2) + 1.491981*(-PC_1 + PC_2*1.2234898) + 1.224279)
19,4.4577399954070005,1,PySRFunction(X=>0.315443750000000)
19,3.118993784700452,3,PySRFunction(X=>41.647697 - 1*(-41.941605))
19,3.0156903945469766,4,PySRFunction(X=>83.59595 - PC_1)
19,3.015690340746808,6,PySRFunction(X=>-PC_1 + 20.870789 - 1*(-62.71843))
19,2.948530024781527,7,PySRFunction(X=>-PC_1 + PC_2 + 83.58918)
19,2.8929386034276217,9,PySRFunction(X=>(-PC_1 + PC_2)/0.5426084 - 1*(-83.590675))
19,2.892928236220781,11,PySRFunction(X=>(-PC_1 + PC_2)/0.54472625 + 0.32540774 + 83.240555)
19,2.845093348636205,12,PySRFunction(X=>PC_3 + (-PC_1 + PC_2)/0.5576703 + 83.9356)
19,2.837317261734771,14,PySRFunction(X=>(-PC_1 + PC_2 + PC_3)/0.56002456 + 0.56002456 + 83.06752)
19,2.835460408518266,15,PySRFunction(X=>PC_4 + (-PC_1 + PC_2 + PC_3)/0.5599549 + 83.28761)
