Input,Operator,Iteration,RMSE,Complexity,Equation
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",368,1.1299327737877336,16,PySRFunction(X=>(var2 - 0.41884395)*(var6*3.3086884 - 1*1.4906278) + 5.785784 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",368,1.1299328780301274,18,PySRFunction(X=>(var2 - 0.41698462)*(var6*3.3068008 - 1*1.2801818 - 1*0.20007548) + 5.7555575 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",368,1.1237982917404488,20,PySRFunction(X=>(var2 - 0.41652918)*(var6*3.3063624 - 1*1.4779779) + 5.7485 - (-1)*0.3092951/var14 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,56.52305716099364,1,PySRFunction(X=>var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,26.32396911213235,2,PySRFunction(X=>55.6694400000000)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,25.45630883074231,3,PySRFunction(X=>var13 + 54.144398)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,14.955738600752507,4,PySRFunction(X=>var6/0.087538734)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,14.007634076343438,5,PySRFunction(X=>var6*(var2 + var7))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,3.5740321668449835,6,PySRFunction(X=>var2*3.1267176*var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,2.5888409416499574,7,PySRFunction(X=>var13 + var6*var2*2.985082)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,2.3266482560382773,8,PySRFunction(X=>2.8471248*(var13 + var2*var6))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,1.3494345294772987,9,PySRFunction(X=>var6*var2*2.963501 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,1.281033321203167,10,PySRFunction(X=>var6*var2*2.9850643 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,1.2532219582671607,11,PySRFunction(X=>var10 + var2*2.9485223*var6 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,1.2532219148608803,12,PySRFunction(X=>var10 - (var6*var2*(-2.9485047) - var13/var10))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,1.1997983849052856,13,PySRFunction(X=>var10 + var6*(var2*3.0255659 - 1*0.2979334) + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,1.190274122283088,14,PySRFunction(X=>(var2*var6*2.9635134 + var13/var10) - (-1)*0.11347553/var11)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,1.1753901177229356,15,PySRFunction(X=>var2*var6/((-42.227676/(-var5 - 121.38089))) + 0.87901926 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,1.1299327737877336,16,PySRFunction(X=>(var2 - 0.41884395)*(var6*3.3086884 - 1*1.4906278) + 5.785784 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,1.1299328780301274,18,PySRFunction(X=>(var2 - 0.41698462)*(var6*3.3068008 - 1*1.2801818 - 1*0.20007548) + 5.7555575 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",369,1.1237982917404488,20,PySRFunction(X=>(var2 - 0.41652918)*(var6*3.3063624 - 1*1.4779779) + 5.7485 - (-1)*0.3092951/var14 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,56.52305716099364,1,PySRFunction(X=>var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,26.32396911213235,2,PySRFunction(X=>55.6694400000000)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,25.45630883074231,3,PySRFunction(X=>var13 + 54.144398)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,14.955738600752507,4,PySRFunction(X=>var6/0.087538734)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,14.007634076343438,5,PySRFunction(X=>var6*(var2 + var7))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,3.5740321668449835,6,PySRFunction(X=>var2*3.1267176*var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,2.5888409416499574,7,PySRFunction(X=>var13 + var6*var2*2.985082)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,2.3266482560382773,8,PySRFunction(X=>2.8471248*(var13 + var2*var6))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,1.3494345294772987,9,PySRFunction(X=>var6*var2*2.963501 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,1.281033321203167,10,PySRFunction(X=>var6*var2*2.9850643 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,1.2532219582671607,11,PySRFunction(X=>var10 + var2*2.9485223*var6 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,1.2532219148608803,12,PySRFunction(X=>var10 - (var6*var2*(-2.9485047) - var13/var10))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,1.1997983849052856,13,PySRFunction(X=>var10 + var6*(var2*3.0255659 - 1*0.2979334) + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,1.190274122283088,14,PySRFunction(X=>(var2*var6*2.9635134 + var13/var10) - (-1)*0.11347553/var11)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,1.1753901177229356,15,PySRFunction(X=>var2*var6/((-42.227676/(-var5 - 121.38089))) + 0.87901926 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,1.1299327737877336,16,PySRFunction(X=>(var2 - 0.41884395)*(var6*3.3086884 - 1*1.4906278) + 5.785784 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,1.1299328780301274,18,PySRFunction(X=>(var2 - 0.41698462)*(var6*3.3068008 - 1*1.2801818 - 1*0.20007548) + 5.7555575 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",370,1.1237982917404488,20,PySRFunction(X=>(var2 - 0.41652918)*(var6*3.3063624 - 1*1.4779779) + 5.7485 - (-1)*0.3092951/var14 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,56.52305716099364,1,PySRFunction(X=>var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,26.32396911213235,2,PySRFunction(X=>55.6694400000000)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,25.45630883074231,3,PySRFunction(X=>var13 + 54.144398)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,14.955738600752507,4,PySRFunction(X=>var6/0.087538734)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,14.007634076343438,5,PySRFunction(X=>var6*(var2 + var7))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,3.5740321668449835,6,PySRFunction(X=>var2*3.1267176*var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,2.5888409416499574,7,PySRFunction(X=>var13 + var6*var2*2.985082)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,2.3266482560382773,8,PySRFunction(X=>2.8471248*(var13 + var2*var6))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,1.3494345294772987,9,PySRFunction(X=>var6*var2*2.963501 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,1.281033321203167,10,PySRFunction(X=>var6*var2*2.9850643 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,1.2532219582671607,11,PySRFunction(X=>var10 + var2*2.9485223*var6 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,1.2532219148608803,12,PySRFunction(X=>var10 - (var6*var2*(-2.9485047) - var13/var10))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,1.1997983849052856,13,PySRFunction(X=>var10 + var6*(var2*3.0255659 - 1*0.2979334) + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,1.190274122283088,14,PySRFunction(X=>(var2*var6*2.9635134 + var13/var10) - (-1)*0.11347553/var11)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,1.1711312537527239,15,PySRFunction(X=>var2*var6*2.9532127 - (-1)*0.47089058*var5 - 1*0.79684144 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,1.1299327737877336,16,PySRFunction(X=>(var2 - 0.41884395)*(var6*3.3086884 - 1*1.4906278) + 5.785784 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,1.1299328780301274,18,PySRFunction(X=>(var2 - 0.41698462)*(var6*3.3068008 - 1*1.2801818 - 1*0.20007548) + 5.7555575 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",371,1.1237982917404488,20,PySRFunction(X=>(var2 - 0.41652918)*(var6*3.3063624 - 1*1.4779779) + 5.7485 - (-1)*0.3092951/var14 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,56.52305716099364,1,PySRFunction(X=>var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,26.32396911213235,2,PySRFunction(X=>55.6694400000000)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,25.45630883074231,3,PySRFunction(X=>var13 + 54.144398)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,14.955738600752507,4,PySRFunction(X=>var6/0.087538734)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,14.007634076343438,5,PySRFunction(X=>var6*(var2 + var7))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,3.5740321668449835,6,PySRFunction(X=>var2*3.1267176*var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,2.5888409416499574,7,PySRFunction(X=>var13 + var6*var2*2.985082)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,2.3266482560382773,8,PySRFunction(X=>2.8471248*(var13 + var2*var6))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,1.3494345294772987,9,PySRFunction(X=>var6*var2*2.963501 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,1.281033321203167,10,PySRFunction(X=>var6*var2*2.9850643 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,1.2532219582671607,11,PySRFunction(X=>var10 + var2*2.9485223*var6 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,1.2532219148608803,12,PySRFunction(X=>var10 - (var6*var2*(-2.9485047) - var13/var10))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,1.1997983849052856,13,PySRFunction(X=>var10 + var6*(var2*3.0255659 - 1*0.2979334) + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,1.190274122283088,14,PySRFunction(X=>(var2*var6*2.9635134 + var13/var10) - (-1)*0.11347553/var11)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,1.1711312537527239,15,PySRFunction(X=>var2*var6*2.9532127 - (-1)*0.47089058*var5 - 1*0.79684144 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,1.1299327737877336,16,PySRFunction(X=>(var2 - 0.41884395)*(var6*3.3086884 - 1*1.4906278) + 5.785784 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,1.1299328780301274,18,PySRFunction(X=>(var2 - 0.41698462)*(var6*3.3068008 - 1*1.2801818 - 1*0.20007548) + 5.7555575 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",372,1.1237982917404488,20,PySRFunction(X=>(var2 - 0.41652918)*(var6*3.3063624 - 1*1.4779779) + 5.7485 - (-1)*0.3092951/var14 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,56.52305716099364,1,PySRFunction(X=>var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,26.32396911213235,2,PySRFunction(X=>55.6694400000000)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,25.45630883074231,3,PySRFunction(X=>var13 + 54.144398)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,14.955738600752507,4,PySRFunction(X=>var6/0.087538734)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,14.007634076343438,5,PySRFunction(X=>var6*(var2 + var7))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,3.5740321668449835,6,PySRFunction(X=>var2*3.1267176*var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,2.5888409416499574,7,PySRFunction(X=>var13 + var6*var2*2.985082)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,2.3266482560382773,8,PySRFunction(X=>2.8471248*(var13 + var2*var6))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,1.3494345294772987,9,PySRFunction(X=>var6*var2*2.963501 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,1.281033321203167,10,PySRFunction(X=>var6*var2*2.9850643 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,1.2532219582671607,11,PySRFunction(X=>var10 + var2*2.9485223*var6 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,1.2532219148608803,12,PySRFunction(X=>var10 - (var6*var2*(-2.9485047) - var13/var10))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,1.1997983849052856,13,PySRFunction(X=>var10 + var6*(var2*3.0255659 - 1*0.2979334) + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,1.190274122283088,14,PySRFunction(X=>(var2*var6*2.9635134 + var13/var10) - (-1)*0.11347553/var11)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,1.1711312537527239,15,PySRFunction(X=>var2*var6*2.9532127 - (-1)*0.47089058*var5 - 1*0.79684144 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,1.1299327737877336,16,PySRFunction(X=>(var2 - 0.41884395)*(var6*3.3086884 - 1*1.4906278) + 5.785784 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,1.1299328780301274,18,PySRFunction(X=>(var2 - 0.41698462)*(var6*3.3068008 - 1*1.2801818 - 1*0.20007548) + 5.7555575 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",373,1.1237982917404488,20,PySRFunction(X=>(var2 - 0.41652918)*(var6*3.3063624 - 1*1.4779779) + 5.7485 - (-1)*0.3092951/var14 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,56.52305716099364,1,PySRFunction(X=>var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,26.32396911213235,2,PySRFunction(X=>55.6694400000000)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,25.45630883074231,3,PySRFunction(X=>var13 + 54.144398)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,14.955738600752507,4,PySRFunction(X=>var6/0.087538734)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,14.007634076343438,5,PySRFunction(X=>var6*(var2 + var7))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,3.5740321668449835,6,PySRFunction(X=>var2*3.1267176*var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,2.5888409416499574,7,PySRFunction(X=>var13 + var6*var2*2.985082)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,2.3266482560382773,8,PySRFunction(X=>2.8471248*(var13 + var2*var6))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,1.3494345294772987,9,PySRFunction(X=>var6*var2*2.963501 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,1.281033321203167,10,PySRFunction(X=>var6*var2*2.9850643 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,1.2532219582671607,11,PySRFunction(X=>var10 + var2*2.9485223*var6 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,1.2532219148608803,12,PySRFunction(X=>var10 - (var6*var2*(-2.9485047) - var13/var10))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,1.1997983849052856,13,PySRFunction(X=>var10 + var6*(var2*3.0255659 - 1*0.2979334) + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,1.190274122283088,14,PySRFunction(X=>(var2*var6*2.9635134 + var13/var10) - (-1)*0.11347553/var11)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,1.1711312537527239,15,PySRFunction(X=>var2*var6*2.9532127 - (-1)*0.47089058*var5 - 1*0.79684144 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,1.1299327737877336,16,PySRFunction(X=>(var2 - 0.41884395)*(var6*3.3086884 - 1*1.4906278) + 5.785784 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,1.1299328780301274,18,PySRFunction(X=>(var2 - 0.41698462)*(var6*3.3068008 - 1*1.2801818 - 1*0.20007548) + 5.7555575 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",374,1.1237982917404488,20,PySRFunction(X=>(var2 - 0.41652918)*(var6*3.3063624 - 1*1.4779779) + 5.7485 - (-1)*0.3092951/var14 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,56.52305716099364,1,PySRFunction(X=>var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,26.32396911213235,2,PySRFunction(X=>55.6694400000000)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,25.45630883074231,3,PySRFunction(X=>var13 + 54.144398)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,14.955738600752507,4,PySRFunction(X=>var6/0.087538734)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,14.007634076343438,5,PySRFunction(X=>var6*(var2 + var7))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,3.5740321668449835,6,PySRFunction(X=>var2*3.1267176*var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,2.5888409416499574,7,PySRFunction(X=>var13 + var6*var2*2.985082)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,2.3266482560382773,8,PySRFunction(X=>2.8471248*(var13 + var2*var6))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,1.3494345294772987,9,PySRFunction(X=>var6*var2*2.963501 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,1.281033321203167,10,PySRFunction(X=>var6*var2*2.9850643 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,1.2532219582671607,11,PySRFunction(X=>var10 + var2*2.9485223*var6 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,1.2532219148608803,12,PySRFunction(X=>var10 - (var6*var2*(-2.9485047) - var13/var10))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,1.1997983849052856,13,PySRFunction(X=>var10 + var6*(var2*3.0255659 - 1*0.2979334) + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,1.190274122283088,14,PySRFunction(X=>(var2*var6*2.9635134 + var13/var10) - (-1)*0.11347553/var11)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,1.1711312537527239,15,PySRFunction(X=>var2*var6*2.9532127 - (-1)*0.47089058*var5 - 1*0.79684144 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,1.1299327737877336,16,PySRFunction(X=>(var2 - 0.41884395)*(var6*3.3086884 - 1*1.4906278) + 5.785784 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,1.1299328780301274,18,PySRFunction(X=>(var2 - 0.41698462)*(var6*3.3068008 - 1*1.2801818 - 1*0.20007548) + 5.7555575 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",375,1.1237982917404488,20,PySRFunction(X=>(var2 - 0.41652918)*(var6*3.3063624 - 1*1.4779779) + 5.7485 - (-1)*0.3092951/var14 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,56.52305716099364,1,PySRFunction(X=>var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,26.32396911213235,2,PySRFunction(X=>55.6694400000000)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,25.45630883074231,3,PySRFunction(X=>var13 + 54.144398)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,14.955738600752507,4,PySRFunction(X=>var6/0.087538734)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,14.007634076343438,5,PySRFunction(X=>var6*(var2 + var7))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,3.5740321668449835,6,PySRFunction(X=>var2*3.1267176*var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,2.5888409416499574,7,PySRFunction(X=>var13 + var6*var2*2.985082)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,2.3266482560382773,8,PySRFunction(X=>2.8471248*(var13 + var2*var6))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,1.3494345294772987,9,PySRFunction(X=>var6*var2*2.963501 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,1.281033321203167,10,PySRFunction(X=>var6*var2*2.9850643 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,1.2532219582671607,11,PySRFunction(X=>var10 + var2*2.9485223*var6 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,1.2532219148608803,12,PySRFunction(X=>var10 - (var6*var2*(-2.9485047) - var13/var10))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,1.1997983849052856,13,PySRFunction(X=>var10 + var6*(var2*3.0255659 - 1*0.2979334) + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,1.190274122283088,14,PySRFunction(X=>(var2*var6*2.9635134 + var13/var10) - (-1)*0.11347553/var11)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,1.1711312537527239,15,PySRFunction(X=>var2*var6*2.9532127 - (-1)*0.47089058*var5 - 1*0.79684144 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,1.1299327737877336,16,PySRFunction(X=>(var2 - 0.41884395)*(var6*3.3086884 - 1*1.4906278) + 5.785784 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,1.1299328780301274,18,PySRFunction(X=>(var2 - 0.41698462)*(var6*3.3068008 - 1*1.2801818 - 1*0.20007548) + 5.7555575 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",376,1.1237982917404488,20,PySRFunction(X=>(var2 - 0.41652918)*(var6*3.3063624 - 1*1.4779779) + 5.7485 - (-1)*0.3092951/var14 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,56.52305716099364,1,PySRFunction(X=>var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,26.32396911213235,2,PySRFunction(X=>55.6694400000000)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,25.45630883074231,3,PySRFunction(X=>var13 + 54.144398)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,14.955738600752507,4,PySRFunction(X=>var6/0.087538734)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,14.007634076343438,5,PySRFunction(X=>var6*(var2 + var7))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,3.5740321668449835,6,PySRFunction(X=>var2*3.1267176*var6)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,2.5888409416499574,7,PySRFunction(X=>var13 + var6*var2*2.985082)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,2.3266482560382773,8,PySRFunction(X=>2.8471248*(var13 + var2*var6))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,1.3494345294772987,9,PySRFunction(X=>var6*var2*2.963501 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,1.281033321203167,10,PySRFunction(X=>var6*var2*2.9850643 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,1.2532219582671607,11,PySRFunction(X=>var10 + var2*2.9485223*var6 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,1.2532219148608803,12,PySRFunction(X=>var10 - (var6*var2*(-2.9485047) - var13/var10))
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,1.1997983849052856,13,PySRFunction(X=>var10 + var6*(var2*3.0255659 - 1*0.2979334) + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,1.190274122283088,14,PySRFunction(X=>(var2*var6*2.9635134 + var13/var10) - (-1)*0.11347553/var11)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,1.1711312537527239,15,PySRFunction(X=>var2*var6*2.9532127 - (-1)*0.47089058*var5 - 1*0.79684144 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,1.1299327737877336,16,PySRFunction(X=>(var2 - 0.41884395)*(var6*3.3086884 - 1*1.4906278) + 5.785784 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,1.1299328780301274,18,PySRFunction(X=>(var2 - 0.41698462)*(var6*3.3068008 - 1*1.2801818 - 1*0.20007548) + 5.7555575 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",377,1.1237982917404488,20,PySRFunction(X=>(var2 - 0.41652918)*(var6*3.3063624 - 1*1.4779779) + 5.7485 - (-1)*0.3092951/var14 + var13/var10)
Noise=1.5,"['myfunction(x) = x'] ['-', '+', '*', '/']",378,56.52305716099364,1,PySRFunction(X=>var6)
