Iteration,RMSE,Complexity,Equation
266,2.8140034788740778,15,PySRFunction(X=>PC_2 + PC_2 + (PC_1 - PC_3)*(-1.445564) + 82.11251 - 0.9770464/PC_2)
266,2.791090049763828,17,PySRFunction(X=>((-PC_1 + PC_2 + PC_3)*2.8899398 - 1*(-122.10283))*0.6850411 + 2.845757/(PC_3 + 1.584597))
267,3.1189937847029845,1,PySRFunction(X=>83.5893250000000)
267,3.0503535922447873,3,PySRFunction(X=>83.587654 - PC_1)
267,2.9736947815759516,5,PySRFunction(X=>-PC_1 + PC_2 + 83.58931)
267,2.9047763699625984,7,PySRFunction(X=>-PC_1 + PC_2 + PC_3 + 83.587975)
267,2.828523011552956,9,PySRFunction(X=>1.8426101*(-PC_1 + PC_2 + PC_3) - 1*(-83.58805))
267,2.824152559602447,11,PySRFunction(X=>1.8426101*(-PC_1/1.160527 + PC_2 + PC_3) - 1*(-83.58805))
267,2.820186283874958,13,PySRFunction(X=>-PC_1/0.64205223 + 2.0930495*(PC_2 + PC_3) + 0.6711446 + 82.91689)
267,2.8140034788740778,15,PySRFunction(X=>PC_2 + PC_2 + (PC_1 - PC_3)*(-1.445564) + 82.11251 - 0.9770464/PC_2)
267,2.791090049763828,17,PySRFunction(X=>((-PC_1 + PC_2 + PC_3)*2.8899398 - 1*(-122.10283))*0.6850411 + 2.845757/(PC_3 + 1.584597))
268,3.1189937847029845,1,PySRFunction(X=>83.5893250000000)
268,3.0503535922447873,3,PySRFunction(X=>83.587654 - PC_1)
268,2.9736947815759516,5,PySRFunction(X=>-PC_1 + PC_2 + 83.58931)
268,2.9047763699625984,7,PySRFunction(X=>-PC_1 + PC_2 + PC_3 + 83.587975)
268,2.828523011552956,9,PySRFunction(X=>1.8426101*(-PC_1 + PC_2 + PC_3) - 1*(-83.58805))
268,2.824152559602447,11,PySRFunction(X=>1.8426101*(-PC_1/1.160527 + PC_2 + PC_3) - 1*(-83.58805))
268,2.820186283874958,13,PySRFunction(X=>-PC_1/0.64205223 + 2.0930495*(PC_2 + PC_3) + 0.6711446 + 82.91689)
268,2.8140034788740778,15,PySRFunction(X=>PC_2 + PC_2 + (PC_1 - PC_3)*(-1.445564) + 82.11251 - 0.9770464/PC_2)
268,2.791090049763828,17,PySRFunction(X=>((-PC_1 + PC_2 + PC_3)*2.8899398 - 1*(-122.10283))*0.6850411 + 2.845757/(PC_3 + 1.584597))
269,3.1189937847029845,1,PySRFunction(X=>83.5893250000000)
